Temperatura (°C),Cisnienie p (MPa),Gestosc ρ (kg/m³),Cieplo wlasciwe cp (kJ/(kg·K)),Przewodzenie ciepla λ·10^2 (W/(m·K)),Dyfuzyjnosc cieplna a·10^8 (m²/s),Lepkosc dynamiczna μ·10^6 (N·s/m²),Lepkosc kinematyczna ν·10^6 (m²/s),Rozszerzalnosc β·10^4 (1/K),Napiecie powierzchniowe σ·10^4 (N/m),Liczba Prandtla Pr (-)
56.43,0.01721394,984.9493,4.177215,65.5073,15.8929,498.2815,0.505846,4.88866,667.4479,3.17992
56.44,0.01722152,984.9444,4.17722,65.5084,15.8932,498.202,0.505768,4.88928,667.4332,3.17936
56.45,0.0172291,984.9395,4.177225,65.5095,15.8935,498.1225,0.50569,4.8899,667.4185,3.1788
56.46,0.01723668,984.9346,4.17723,65.5106,15.8938,498.043,0.505612,4.89052,667.4038,3.17824
56.47,0.01724426,984.9297,4.177235,65.5117,15.8941,497.9635,0.505534,4.89114,667.3891,3.17768
56.48,0.01725184,984.9248,4.17724,65.5128,15.8944,497.884,0.505456,4.89176,667.3744,3.17712
56.49,0.01725942,984.9199,4.177245,65.5139,15.8947,497.8045,0.505378,4.89238,667.3597,3.17656
56.5,0.017267,984.915,4.17725,65.515,15.895,497.725,0.5053,4.893,667.345,3.176
56.51,0.01727458,984.9101,4.177255,65.5161,15.8953,497.6455,0.505222,4.89362,667.3303,3.17544
56.52,0.01728216,984.9052,4.17726,65.5172,15.8956,497.566,0.505144,4.89424,667.3156,3.17488
56.53,0.01728974,984.9003,4.177265,65.5183,15.8959,497.4865,0.505066,4.89486,667.3009,3.17432
56.54,0.01729732,984.8954,4.17727,65.5194,15.8962,497.407,0.504988,4.89548,667.2862,3.17376
56.55,0.0173049,984.8905,4.177275,65.5205,15.8965,497.3275,0.50491,4.8961,667.2715,3.1732
56.56,0.01731248,984.8856,4.17728,65.5216,15.8968,497.248,0.504832,4.89672,667.2568,3.17264
56.57,0.01732006,984.8807,4.177285,65.5227,15.8971,497.1685,0.504754,4.89734,667.2421,3.17208
56.58,0.01732764,984.8758,4.17729,65.5238,15.8974,497.089,0.504676,4.89796,667.2274,3.17152
56.59,0.01733522,984.8709,4.177295,65.5249,15.8977,497.0095,0.504598,4.89858,667.2127,3.17096
56.6,0.0173428,984.866,4.1773,65.526,15.898,496.93,0.50452,4.8992,667.198,3.1704
56.61,0.01735038,984.8611,4.177305,65.5271,15.8983,496.8505,0.504442,4.89982,667.1833,3.16984
56.62,0.01735796,984.8562,4.17731,65.5282,15.8986,496.771,0.504364,4.90044,667.1686,3.16928
56.63,0.01736554,984.8513,4.177315,65.5293,15.8989,496.6915,0.504286,4.90106,667.1539,3.16872
56.64,0.01737312,984.8464,4.17732,65.5304,15.8992,496.612,0.504208,4.90168,667.1392,3.16816
56.65,0.0173807,984.8415,4.177325,65.5315,15.8995,496.5325,0.50413,4.9023,667.1245,3.1676
56.66,0.01738828,984.8366,4.17733,65.5326,15.8998,496.453,0.504052,4.90292,667.1098,3.16704
56.67,0.01739586,984.8317,4.177335,65.5337,15.9001,496.3735,0.503974,4.90354,667.0951,3.16648
56.68,0.01740344,984.8268,4.17734,65.5348,15.9004,496.294,0.503896,4.90416,667.0804,3.16592
56.69,0.01741102,984.8219,4.177345,65.5359,15.9007,496.2145,0.503818,4.90478,667.0657,3.16536
56.7,0.0174186,984.817,4.17735,65.537,15.901,496.135,0.50374,4.9054,667.051,3.1648
56.71,0.01742618,984.8121,4.177355,65.5381,15.9013,496.0555,0.503662,4.90602,667.0363,3.16424
56.72,0.01743376,984.8072,4.17736,65.5392,15.9016,495.976,0.503584,4.90664,667.0216,3.16368
56.73,0.01744134,984.8023,4.177365,65.5403,15.9019,495.8965,0.503506,4.90726,667.0069,3.16312
56.74,0.01744892,984.7974,4.17737,65.5414,15.9022,495.817,0.503428,4.90788,666.9922,3.16256
56.75,0.0174565,984.7925,4.177375,65.5425,15.9025,495.7375,0.50335,4.9085,666.9775,3.162
56.76,0.01746408,984.7876,4.17738,65.5436,15.9028,495.658,0.503272,4.90912,666.9628,3.16144
56.77,0.01747166,984.7827,4.177385,65.5447,15.9031,495.5785,0.503194,4.90974,666.9481,3.16088
56.78,0.01747924,984.7778,4.17739,65.5458,15.9034,495.499,0.503116,4.91036,666.9334,3.16032
56.79,0.01748682,984.7729,4.177395,65.5469,15.9037,495.4195,0.503038,4.91098,666.9187,3.15976
56.8,0.0174944,984.768,4.1774,65.548,15.904,495.34,0.50296,4.9116,666.904,3.1592
56.81,0.01750198,984.7631,4.177405,65.5491,15.9043,495.2605,0.502882,4.91222,666.8893,3.15864
56.82,0.01750956,984.7582,4.17741,65.5502,15.9046,495.181,0.502804,4.91284,666.8746,3.15808
56.83,0.01751714,984.7533,4.177415,65.5513,15.9049,495.1015,0.502726,4.91346,666.8599,3.15752
56.84,0.01752472,984.7484,4.17742,65.5524,15.9052,495.022,0.502648,4.91408,666.8452,3.15696
56.85,0.0175323,984.7435,4.177425,65.5535,15.9055,494.9425,0.50257,4.9147,666.8305,3.1564
56.86,0.01753988,984.7386,4.17743,65.5546,15.9058,494.863,0.502492,4.91532,666.8158,3.15584
56.87,0.01754746,984.7337,4.177435,65.5557,15.9061,494.7835,0.502414,4.91594,666.8011,3.15528
56.88,0.01755504,984.7288,4.17744,65.5568,15.9064,494.704,0.502336,4.91656,666.7864,3.15472
56.89,0.01756262,984.7239,4.177445,65.5579,15.9067,494.6245,0.502258,4.91718,666.7717,3.15416
56.9,0.0175702,984.719,4.17745,65.559,15.907,494.545,0.50218,4.9178,666.757,3.1536
56.91,0.01757778,984.7141,4.177455,65.5601,15.9073,494.4655,0.502102,4.91842,666.7423,3.15304
56.92,0.01758536,984.7092,4.17746,65.5612,15.9076,494.386,0.502024,4.91904,666.7276,3.15248
56.93,0.01759294,984.7043,4.177465,65.5623,15.9079,494.3065,0.501946,4.91966,666.7129,3.15192
56.94,0.01760052,984.6994,4.17747,65.5634,15.9082,494.227,0.501868,4.92028,666.6982,3.15136
56.95,0.0176081,984.6945,4.177475,65.5645,15.9085,494.1475,0.50179,4.9209,666.6835,3.1508
56.96,0.01761568,984.6896,4.17748,65.5656,15.9088,494.068,0.501712,4.92152,666.6688,3.15024
56.97,0.01762326,984.6847,4.177485,65.5667,15.9091,493.9885,0.501634,4.92214,666.6541,3.14968
56.98,0.01763084,984.6798,4.17749,65.5678,15.9094,493.909,0.501556,4.92276,666.6394,3.14912
56.99,0.01763842,984.6749,4.177495,65.5689,15.9097,493.8295,0.501478,4.92338,666.6247,3.14856
57,0.017646,984.67,4.1775,65.57,15.91,493.75,0.5014,4.924,666.61,3.148
57.01,0.01765358,984.6651,4.177505,65.5711,15.9103,493.6705,0.501322,4.92462,666.5953,3.14744
57.02,0.01766116,984.6602,4.17751,65.5722,15.9106,493.591,0.501244,4.92524,666.5806,3.14688
57.03,0.01766874,984.6553,4.177515,65.5733,15.9109,493.5115,0.501166,4.92586,666.5659,3.14632
57.04,0.01767632,984.6504,4.17752,65.5744,15.9112,493.432,0.501088,4.92648,666.5512,3.14576
57.05,0.0176839,984.6455,4.177525,65.5755,15.9115,493.3525,0.50101,4.9271,666.5365,3.1452
57.06,0.01769148,984.6406,4.17753,65.5766,15.9118,493.273,0.500932,4.92772,666.5218,3.14464
57.07,0.01769906,984.6357,4.177535,65.5777,15.9121,493.1935,0.500854,4.92834,666.5071,3.14408
57.08,0.01770664,984.6308,4.17754,65.5788,15.9124,493.114,0.500776,4.92896,666.4924,3.14352
57.09,0.01771422,984.6259,4.177545,65.5799,15.9127,493.0345,0.500698,4.92958,666.4777,3.14296
57.1,0.0177218,984.621,4.17755,65.581,15.913,492.955,0.50062,4.9302,666.463,3.1424
57.11,0.01772938,984.6161,4.177555,65.5821,15.9133,492.8755,0.500542,4.93082,666.4483,3.14184
57.12,0.01773696,984.6112,4.17756,65.5832,15.9136,492.796,0.500464,4.93144,666.4336,3.14128
57.13,0.01774454,984.6063,4.177565,65.5843,15.9139,492.7165,0.500386,4.93206,666.4189,3.14072
57.14,0.01775212,984.6014,4.17757,65.5854,15.9142,492.637,0.500308,4.93268,666.4042,3.14016
57.15,0.0177597,984.5965,4.177575,65.5865,15.9145,492.5575,0.50023,4.9333,666.3895,3.1396
57.16,0.01776728,984.5916,4.17758,65.5876,15.9148,492.478,0.500152,4.93392,666.3748,3.13904
57.17,0.01777486,984.5867,4.177585,65.5887,15.9151,492.3985,0.500074,4.93454,666.3601,3.13848
57.18,0.01778244,984.5818,4.17759,65.5898,15.9154,492.319,0.499996,4.93516,666.3454,3.13792
57.19,0.01779002,984.5769,4.177595,65.5909,15.9157,492.2395,0.499918,4.93578,666.3307,3.13736
57.2,0.0177976,984.572,4.1776,65.592,15.916,492.16,0.49984,4.9364,666.316,3.1368
57.21,0.01780518,984.5671,4.177605,65.5931,15.9163,492.0805,0.499762,4.93702,666.3013,3.13624
57.22,0.01781276,984.5622,4.17761,65.5942,15.9166,492.001,0.499684,4.93764,666.2866,3.13568
57.23,0.01782034,984.5573,4.177615,65.5953,15.9169,491.9215,0.499606,4.93826,666.2719,3.13512
57.24,0.01782792,984.5524,4.17762,65.5964,15.9172,491.842,0.499528,4.93888,666.2572,3.13456
57.25,0.0178355,984.5475,4.177625,65.5975,15.9175,491.7625,0.49945,4.9395,666.2425,3.134
57.26,0.01784308,984.5426,4.17763,65.5986,15.9178,491.683,0.499372,4.94012,666.2278,3.13344
57.27,0.01785066,984.5377,4.177635,65.5997,15.9181,491.6035,0.499294,4.94074,666.2131,3.13288
57.28,0.01785824,984.5328,4.17764,65.6008,15.9184,491.524,0.499216,4.94136,666.1984,3.13232
57.29,0.01786582,984.5279,4.177645,65.6019,15.9187,491.4445,0.499138,4.94198,666.1837,3.13176
57.3,0.0178734,984.523,4.17765,65.603,15.919,491.365,0.49906,4.9426,666.169,3.1312
57.31,0.01788098,984.5181,4.177655,65.6041,15.9193,491.2855,0.498982,4.94322,666.1543,3.13064
57.32,0.01788856,984.5132,4.17766,65.6052,15.9196,491.206,0.498904,4.94384,666.1396,3.13008
57.33,0.01789614,984.5083,4.177665,65.6063,15.9199,491.1265,0.498826,4.94446,666.1249,3.12952
57.34,0.01790372,984.5034,4.17767,65.6074,15.9202,491.047,0.498748,4.94508,666.1102,3.12896
57.35,0.0179113,984.4985,4.177675,65.6085,15.9205,490.9675,0.49867,4.9457,666.0955,3.1284
57.36,0.01791888,984.4936,4.17768,65.6096,15.9208,490.888,0.498592,4.94632,666.0808,3.12784
57.37,0.01792646,984.4887,4.177685,65.6107,15.9211,490.8085,0.498514,4.94694,666.0661,3.12728
57.38,0.01793404,984.4838,4.17769,65.6118,15.9214,490.729,0.498436,4.94756,666.0514,3.12672
57.39,0.01794162,984.4789,4.177695,65.6129,15.9217,490.6495,0.498358,4.94818,666.0367,3.12616
57.4,0.0179492,984.474,4.1777,65.614,15.922,490.57,0.49828,4.9488,666.022,3.1256
57.41,0.01795678,984.4691,4.177705,65.6151,15.9223,490.4905,0.498202,4.94942,666.0073,3.12504
57.42,0.01796436,984.4642,4.17771,65.6162,15.9226,490.411,0.498124,4.95004,665.9926,3.12448
57.43,0.01797194,984.4593,4.177715,65.6173,15.9229,490.3315,0.498046,4.95066,665.9779,3.12392
57.44,0.01797952,984.4544,4.17772,65.6184,15.9232,490.252,0.497968,4.95128,665.9632,3.12336
57.45,0.0179871,984.4495,4.177725,65.6195,15.9235,490.1725,0.49789,4.9519,665.9485,3.1228
57.46,0.01799468,984.4446,4.17773,65.6206,15.9238,490.093,0.497812,4.95252,665.9338,3.12224
57.47,0.01800226,984.4397,4.177735,65.6217,15.9241,490.0135,0.497734,4.95314,665.9191,3.12168
57.48,0.01800984,984.4348,4.17774,65.6228,15.9244,489.934,0.497656,4.95376,665.9044,3.12112
57.49,0.01801742,984.4299,4.177745,65.6239,15.9247,489.8545,0.497578,4.95438,665.8897,3.12056
57.5,0.018025,984.425,4.17775,65.625,15.925,489.775,0.4975,4.955,665.875,3.12
57.51,0.01803258,984.4201,4.177755,65.6261,15.9253,489.6955,0.497422,4.95562,665.8603,3.11944
57.52,0.01804016,984.4152,4.17776,65.6272,15.9256,489.616,0.497344,4.95624,665.8456,3.11888
57.53,0.01804774,984.4103,4.177765,65.6283,15.9259,489.5365,0.497266,4.95686,665.8309,3.11832
57.54,0.01805532,984.4054,4.17777,65.6294,15.9262,489.457,0.497188,4.95748,665.8162,3.11776
57.55,0.0180629,984.4005,4.177775,65.6305,15.9265,489.3775,0.49711,4.9581,665.8015,3.1172
57.56,0.01807048,984.3956,4.17778,65.6316,15.9268,489.298,0.497032,4.95872,665.7868,3.11664
57.57,0.01807806,984.3907,4.177785,65.6327,15.9271,489.2185,0.496954,4.95934,665.7721,3.11608
57.58,0.01808564,984.3858,4.17779,65.6338,15.9274,489.139,0.496876,4.95996,665.7574,3.11552
57.59,0.01809322,984.3809,4.177795,65.6349,15.9277,489.0595,0.496798,4.96058,665.7427,3.11496
57.6,0.0181008,984.376,4.1778,65.636,15.928,488.98,0.49672,4.9612,665.728,3.1144
57.61,0.01810838,984.3711,4.177805,65.6371,15.9283,488.9005,0.496642,4.96182,665.7133,3.11384
57.62,0.01811596,984.3662,4.17781,65.6382,15.9286,488.821,0.496564,4.96244,665.6986,3.11328
57.63,0.01812354,984.3613,4.177815,65.6393,15.9289,488.7415,0.496486,4.96306,665.6839,3.11272
57.64,0.01813112,984.3564,4.17782,65.6404,15.9292,488.662,0.496408,4.96368,665.6692,3.11216
57.65,0.0181387,984.3515,4.177825,65.6415,15.9295,488.5825,0.49633,4.9643,665.6545,3.1116
57.66,0.01814628,984.3466,4.17783,65.6426,15.9298,488.503,0.496252,4.96492,665.6398,3.11104
57.67,0.01815386,984.3417,4.177835,65.6437,15.9301,488.4235,0.496174,4.96554,665.6251,3.11048
57.68,0.01816144,984.3368,4.17784,65.6448,15.9304,488.344,0.496096,4.96616,665.6104,3.10992
57.69,0.01816902,984.3319,4.177845,65.6459,15.9307,488.2645,0.496018,4.96678,665.5957,3.10936
57.7,0.0181766,984.327,4.17785,65.647,15.931,488.185,0.49594,4.9674,665.581,3.1088
57.71,0.01818418,984.3221,4.177855,65.6481,15.9313,488.1055,0.495862,4.96802,665.5663,3.10824
57.72,0.01819176,984.3172,4.17786,65.6492,15.9316,488.026,0.495784,4.96864,665.5516,3.10768
57.73,0.01819934,984.3123,4.177865,65.6503,15.9319,487.9465,0.495706,4.96926,665.5369,3.10712
57.74,0.01820692,984.3074,4.17787,65.6514,15.9322,487.867,0.495628,4.96988,665.5222,3.10656
57.75,0.0182145,984.3025,4.177875,65.6525,15.9325,487.7875,0.49555,4.9705,665.5075,3.106
57.76,0.01822208,984.2976,4.17788,65.6536,15.9328,487.708,0.495472,4.97112,665.4928,3.10544
57.77,0.01822966,984.2927,4.177885,65.6547,15.9331,487.6285,0.495394,4.97174,665.4781,3.10488
57.78,0.01823724,984.2878,4.17789,65.6558,15.9334,487.549,0.495316,4.97236,665.4634,3.10432
57.79,0.01824482,984.2829,4.177895,65.6569,15.9337,487.4695,0.495238,4.97298,665.4487,3.10376
57.8,0.0182524,984.278,4.1779,65.658,15.934,487.39,0.49516,4.9736,665.434,3.1032
57.81,0.01825998,984.2731,4.177905,65.6591,15.9343,487.3105,0.495082,4.97422,665.4193,3.10264
57.82,0.01826756,984.2682,4.17791,65.6602,15.9346,487.231,0.495004,4.97484,665.4046,3.10208
57.83,0.01827514,984.2633,4.177915,65.6613,15.9349,487.1515,0.494926,4.97546,665.3899,3.10152
57.84,0.01828272,984.2584,4.17792,65.6624,15.9352,487.072,0.494848,4.97608,665.3752,3.10096
57.85,0.0182903,984.2535,4.177925,65.6635,15.9355,486.9925,0.49477,4.9767,665.3605,3.1004
57.86,0.01829788,984.2486,4.17793,65.6646,15.9358,486.913,0.494692,4.97732,665.3458,3.09984
57.87,0.01830546,984.2437,4.177935,65.6657,15.9361,486.8335,0.494614,4.97794,665.3311,3.09928
57.88,0.01831304,984.2388,4.17794,65.6668,15.9364,486.754,0.494536,4.97856,665.3164,3.09872
57.89,0.01832062,984.2339,4.177945,65.6679,15.9367,486.6745,0.494458,4.97918,665.3017,3.09816
57.9,0.0183282,984.229,4.17795,65.669,15.937,486.595,0.49438,4.9798,665.287,3.0976
57.91,0.01833578,984.2241,4.177955,65.6701,15.9373,486.5155,0.494302,4.98042,665.2723,3.09704
57.92,0.01834336,984.2192,4.17796,65.6712,15.9376,486.436,0.494224,4.98104,665.2576,3.09648
57.93,0.01835094,984.2143,4.177965,65.6723,15.9379,486.3565,0.494146,4.98166,665.2429,3.09592
57.94,0.01835852,984.2094,4.17797,65.6734,15.9382,486.277,0.494068,4.98228,665.2282,3.09536
57.95,0.0183661,984.2045,4.177975,65.6745,15.9385,486.1975,0.49399,4.9829,665.2135,3.0948
57.96,0.01837368,984.1996,4.17798,65.6756,15.9388,486.118,0.493912,4.98352,665.1988,3.09424
57.97,0.01838126,984.1947,4.177985,65.6767,15.9391,486.0385,0.493834,4.98414,665.1841,3.09368
57.98,0.01838884,984.1898,4.17799,65.6778,15.9394,485.959,0.493756,4.98476,665.1694,3.09312
57.99,0.01839642,984.1849,4.177995,65.6789,15.9397,485.8795,0.493678,4.98538,665.1547,3.09256
58,0.018404,984.18,4.178,65.68,15.94,485.8,0.4936,4.986,665.14,3.092
58.01,0.01841158,984.1751,4.178005,65.6811,15.9403,485.7205,0.493522,4.98662,665.1253,3.09144
58.02,0.01841916,984.1702,4.17801,65.6822,15.9406,485.641,0.493444,4.98724,665.1106,3.09088
58.03,0.01842674,984.1653,4.178015,65.6833,15.9409,485.5615,0.493366,4.98786,665.0959,3.09032
58.04,0.01843432,984.1604,4.17802,65.6844,15.9412,485.482,0.493288,4.98848,665.0812,3.08976
58.05,0.0184419,984.1555,4.178025,65.6855,15.9415,485.4025,0.49321,4.9891,665.0665,3.0892
58.06,0.01844948,984.1506,4.17803,65.6866,15.9418,485.323,0.493132,4.98972,665.0518,3.08864
58.07,0.01845706,984.1457,4.178035,65.6877,15.9421,485.2435,0.493054,4.99034,665.0371,3.08808
58.08,0.01846464,984.1408,4.17804,65.6888,15.9424,485.164,0.492976,4.99096,665.0224,3.08752
58.09,0.01847222,984.1359,4.178045,65.6899,15.9427,485.0845,0.492898,4.99158,665.0077,3.08696
58.1,0.0184798,984.131,4.17805,65.691,15.943,485.005,0.49282,4.9922,664.993,3.0864
58.11,0.01848738,984.1261,4.178055,65.6921,15.9433,484.9255,0.492742,4.99282,664.9783,3.08584
58.12,0.01849496,984.1212,4.17806,65.6932,15.9436,484.846,0.492664,4.99344,664.9636,3.08528
58.13,0.01850254,984.1163,4.178065,65.6943,15.9439,484.7665,0.492586,4.99406,664.9489,3.08472
58.14,0.01851012,984.1114,4.17807,65.6954,15.9442,484.687,0.492508,4.99468,664.9342,3.08416
58.15,0.0185177,984.1065,4.178075,65.6965,15.9445,484.6075,0.49243,4.9953,664.9195,3.0836
58.16,0.01852528,984.1016,4.17808,65.6976,15.9448,484.528,0.492352,4.99592,664.9048,3.08304
58.17,0.01853286,984.0967,4.178085,65.6987,15.9451,484.4485,0.492274,4.99654,664.8901,3.08248
58.18,0.01854044,984.0918,4.17809,65.6998,15.9454,484.369,0.492196,4.99716,664.8754,3.08192
58.19,0.01854802,984.0869,4.178095,65.7009,15.9457,484.2895,0.492118,4.99778,664.8607,3.08136
58.2,0.0185556,984.082,4.1781,65.702,15.946,484.21,0.49204,4.9984,664.846,3.0808
58.21,0.01856318,984.0771,4.178105,65.7031,15.9463,484.1305,0.491962,4.99902,664.8313,3.08024
58.22,0.01857076,984.0722,4.17811,65.7042,15.9466,484.051,0.491884,4.99964,664.8166,3.07968
58.23,0.01857834,984.0673,4.178115,65.7053,15.9469,483.9715,0.491806,5.00026,664.8019,3.07912
58.24,0.01858592,984.0624,4.17812,65.7064,15.9472,483.892,0.491728,5.00088,664.7872,3.07856
58.25,0.0185935,984.0575,4.178125,65.7075,15.9475,483.8125,0.49165,5.0015,664.7725,3.078
58.26,0.01860108,984.0526,4.17813,65.7086,15.9478,483.733,0.491572,5.00212,664.7578,3.07744
58.27,0.01860866,984.0477,4.178135,65.7097,15.9481,483.6535,0.491494,5.00274,664.7431,3.07688
58.28,0.01861624,984.0428,4.17814,65.7108,15.9484,483.574,0.491416,5.00336,664.7284,3.07632
58.29,0.01862382,984.0379,4.178145,65.7119,15.9487,483.4945,0.491338,5.00398,664.7137,3.07576
58.3,0.0186314,984.033,4.17815,65.713,15.949,483.415,0.49126,5.0046,664.699,3.0752
58.31,0.01863898,984.0281,4.178155,65.7141,15.9493,483.3355,0.491182,5.00522,664.6843,3.07464
58.32,0.01864656,984.0232,4.17816,65.7152,15.9496,483.256,0.491104,5.00584,664.6696,3.07408
58.33,0.01865414,984.0183,4.178165,65.7163,15.9499,483.1765,0.491026,5.00646,664.6549,3.07352
58.34,0.01866172,984.0134,4.17817,65.7174,15.9502,483.097,0.490948,5.00708,664.6402,3.07296
58.35,0.0186693,984.0085,4.178175,65.7185,15.9505,483.0175,0.49087,5.0077,664.6255,3.0724
58.36,0.01867688,984.0036,4.17818,65.7196,15.9508,482.938,0.490792,5.00832,664.6108,3.07184
58.37,0.01868446,983.9987,4.178185,65.7207,15.9511,482.8585,0.490714,5.00894,664.5961,3.07128
58.38,0.01869204,983.9938,4.17819,65.7218,15.9514,482.779,0.490636,5.00956,664.5814,3.07072
58.39,0.01869962,983.9889,4.178195,65.7229,15.9517,482.6995,0.490558,5.01018,664.5667,3.07016
58.4,0.0187072,983.984,4.1782,65.724,15.952,482.62,0.49048,5.0108,664.552,3.0696
58.41,0.01871478,983.9791,4.178205,65.7251,15.9523,482.5405,0.490402,5.01142,664.5373,3.06904
58.42,0.01872236,983.9742,4.17821,65.7262,15.9526,482.461,0.490324,5.01204,664.5226,3.06848
58.43,0.01872994,983.9693,4.178215,65.7273,15.9529,482.3815,0.490246,5.01266,664.5079,3.06792
58.44,0.01873752,983.9644,4.17822,65.7284,15.9532,482.302,0.490168,5.01328,664.4932,3.06736
58.45,0.0187451,983.9595,4.178225,65.7295,15.9535,482.2225,0.49009,5.0139,664.4785,3.0668
58.46,0.01875268,983.9546,4.17823,65.7306,15.9538,482.143,0.490012,5.01452,664.4638,3.06624
58.47,0.01876026,983.9497,4.178235,65.7317,15.9541,482.0635,0.489934,5.01514,664.4491,3.06568
58.48,0.01876784,983.9448,4.17824,65.7328,15.9544,481.984,0.489856,5.01576,664.4344,3.06512
58.49,0.01877542,983.9399,4.178245,65.7339,15.9547,481.9045,0.489778,5.01638,664.4197,3.06456
58.5,0.018783,983.935,4.17825,65.735,15.955,481.825,0.4897,5.017,664.405,3.064
58.51,0.01879058,983.9301,4.178255,65.7361,15.9553,481.7455,0.489622,5.01762,664.3903,3.06344
58.52,0.01879816,983.9252,4.17826,65.7372,15.9556,481.666,0.489544,5.01824,664.3756,3.06288
58.53,0.01880574,983.9203,4.178265,65.7383,15.9559,481.5865,0.489466,5.01886,664.3609,3.06232
58.54,0.01881332,983.9154,4.17827,65.7394,15.9562,481.507,0.489388,5.01948,664.3462,3.06176
58.55,0.0188209,983.9105,4.178275,65.7405,15.9565,481.4275,0.48931,5.0201,664.3315,3.0612
58.56,0.01882848,983.9056,4.17828,65.7416,15.9568,481.348,0.489232,5.02072,664.3168,3.06064
58.57,0.01883606,983.9007,4.178285,65.7427,15.9571,481.2685,0.489154,5.02134,664.3021,3.06008
58.58,0.01884364,983.8958,4.17829,65.7438,15.9574,481.189,0.489076,5.02196,664.2874,3.05952
58.59,0.01885122,983.8909,4.178295,65.7449,15.9577,481.1095,0.488998,5.02258,664.2727,3.05896
58.6,0.0188588,983.886,4.1783,65.746,15.958,481.03,0.48892,5.0232,664.258,3.0584
58.61,0.01886638,983.8811,4.178305,65.7471,15.9583,480.9505,0.488842,5.02382,664.2433,3.05784
58.62,0.01887396,983.8762,4.17831,65.7482,15.9586,480.871,0.488764,5.02444,664.2286,3.05728
58.63,0.01888154,983.8713,4.178315,65.7493,15.9589,480.7915,0.488686,5.02506,664.2139,3.05672
58.64,0.01888912,983.8664,4.17832,65.7504,15.9592,480.712,0.488608,5.02568,664.1992,3.05616
58.65,0.0188967,983.8615,4.178325,65.7515,15.9595,480.6325,0.48853,5.0263,664.1845,3.0556
58.66,0.01890428,983.8566,4.17833,65.7526,15.9598,480.553,0.488452,5.02692,664.1698,3.05504
58.67,0.01891186,983.8517,4.178335,65.7537,15.9601,480.4735,0.488374,5.02754,664.1551,3.05448
58.68,0.01891944,983.8468,4.17834,65.7548,15.9604,480.394,0.488296,5.02816,664.1404,3.05392
58.69,0.01892702,983.8419,4.178345,65.7559,15.9607,480.3145,0.488218,5.02878,664.1257,3.05336
58.7,0.0189346,983.837,4.17835,65.757,15.961,480.235,0.48814,5.0294,664.111,3.0528
58.71,0.01894218,983.8321,4.178355,65.7581,15.9613,480.1555,0.488062,5.03002,664.0963,3.05224
58.72,0.01894976,983.8272,4.17836,65.7592,15.9616,480.076,0.487984,5.03064,664.0816,3.05168
58.73,0.01895734,983.8223,4.178365,65.7603,15.9619,479.9965,0.487906,5.03126,664.0669,3.05112
58.74,0.01896492,983.8174,4.17837,65.7614,15.9622,479.917,0.487828,5.03188,664.0522,3.05056
