Temperatura (°C),Cisnienie p (MPa),Gestosc ρ (kg/m³),Cieplo wlasciwe cp (kJ/(kg·K)),Przewodzenie ciepla λ·10^2 (W/(m·K)),Dyfuzyjnosc cieplna a·10^8 (m²/s),Lepkosc dynamiczna μ·10^6 (N·s/m²),Lepkosc kinematyczna ν·10^6 (m²/s),Rozszerzalnosc β·10^4 (1/K),Napiecie powierzchniowe σ·10^4 (N/m),Liczba Prandtla Pr (-)
85.98,0.0609645,967.913,4.202774,67.7588,16.7196,331.0604,0.341678,6.69674,614.7174,2.05452
85.99,0.06098725,967.9065,4.202787,67.7594,16.7198,331.0202,0.341639,6.69737,614.6987,2.05426
86,0.06101,967.9,4.2028,67.76,16.72,330.98,0.3416,6.698,614.68,2.054
86.01,0.06103275,967.8935,4.202813,67.7606,16.7202,330.9398,0.341561,6.69863,614.6613,2.05374
86.02,0.0610555,967.887,4.202826,67.7612,16.7204,330.8996,0.341522,6.69926,614.6426,2.05348
86.03,0.06107825,967.8805,4.202839,67.7618,16.7206,330.8594,0.341483,6.69989,614.6239,2.05322
86.04,0.061101,967.874,4.202852,67.7624,16.7208,330.8192,0.341444,6.70052,614.6052,2.05296
86.05,0.06112375,967.8675,4.202865,67.763,16.721,330.779,0.341405,6.70115,614.5865,2.0527
86.06,0.0611465,967.861,4.202878,67.7636,16.7212,330.7388,0.341366,6.70178,614.5678,2.05244
86.07,0.06116925,967.8545,4.202891,67.7642,16.7214,330.6986,0.341327,6.70241,614.5491,2.05218
86.08,0.061192,967.848,4.202904,67.7648,16.7216,330.6584,0.341288,6.70304,614.5304,2.05192
86.09,0.06121475,967.8415,4.202917,67.7654,16.7218,330.6182,0.341249,6.70367,614.5117,2.05166
86.1,0.0612375,967.835,4.20293,67.766,16.722,330.578,0.34121,6.7043,614.493,2.0514
86.11,0.06126025,967.8285,4.202943,67.7666,16.7222,330.5378,0.341171,6.70493,614.4743,2.05114
86.12,0.061283,967.822,4.202956,67.7672,16.7224,330.4976,0.341132,6.70556,614.4556,2.05088
86.13,0.06130575,967.8155,4.202969,67.7678,16.7226,330.4574,0.341093,6.70619,614.4369,2.05062
86.14,0.0613285,967.809,4.202982,67.7684,16.7228,330.4172,0.341054,6.70682,614.4182,2.05036
86.15,0.06135125,967.8025,4.202995,67.769,16.723,330.377,0.341015,6.70745,614.3995,2.0501
86.16,0.061374,967.796,4.203008,67.7696,16.7232,330.3368,0.340976,6.70808,614.3808,2.04984
86.17,0.06139675,967.7895,4.203021,67.7702,16.7234,330.2966,0.340937,6.70871,614.3621,2.04958
86.18,0.0614195,967.783,4.203034,67.7708,16.7236,330.2564,0.340898,6.70934,614.3434,2.04932
86.19,0.06144225,967.7765,4.203047,67.7714,16.7238,330.2162,0.340859,6.70997,614.3247,2.04906
86.2,0.061465,967.77,4.20306,67.772,16.724,330.176,0.34082,6.7106,614.306,2.0488
86.21,0.06148775,967.7635,4.203073,67.7726,16.7242,330.1358,0.340781,6.71123,614.2873,2.04854
86.22,0.0615105,967.757,4.203086,67.7732,16.7244,330.0956,0.340742,6.71186,614.2686,2.04828
86.23,0.06153325,967.7505,4.203099,67.7738,16.7246,330.0554,0.340703,6.71249,614.2499,2.04802
86.24,0.061556,967.744,4.203112,67.7744,16.7248,330.0152,0.340664,6.71312,614.2312,2.04776
86.25,0.06157875,967.7375,4.203125,67.775,16.725,329.975,0.340625,6.71375,614.2125,2.0475
86.26,0.0616015,967.731,4.203138,67.7756,16.7252,329.9348,0.340586,6.71438,614.1938,2.04724
86.27,0.06162425,967.7245,4.203151,67.7762,16.7254,329.8946,0.340547,6.71501,614.1751,2.04698
86.28,0.061647,967.718,4.203164,67.7768,16.7256,329.8544,0.340508,6.71564,614.1564,2.04672
86.29,0.06166975,967.7115,4.203177,67.7774,16.7258,329.8142,0.340469,6.71627,614.1377,2.04646
86.3,0.0616925,967.705,4.20319,67.778,16.726,329.774,0.34043,6.7169,614.119,2.0462
86.31,0.06171525,967.6985,4.203203,67.7786,16.7262,329.7338,0.340391,6.71753,614.1003,2.04594
86.32,0.061738,967.692,4.203216,67.7792,16.7264,329.6936,0.340352,6.71816,614.0816,2.04568
86.33,0.06176075,967.6855,4.203229,67.7798,16.7266,329.6534,0.340313,6.71879,614.0629,2.04542
86.34,0.0617835,967.679,4.203242,67.7804,16.7268,329.6132,0.340274,6.71942,614.0442,2.04516
86.35,0.06180625,967.6725,4.203255,67.781,16.727,329.573,0.340235,6.72005,614.0255,2.0449
86.36,0.061829,967.666,4.203268,67.7816,16.7272,329.5328,0.340196,6.72068,614.0068,2.04464
86.37,0.06185175,967.6595,4.203281,67.7822,16.7274,329.4926,0.340157,6.72131,613.9881,2.04438
86.38,0.0618745,967.653,4.203294,67.7828,16.7276,329.4524,0.340118,6.72194,613.9694,2.04412
86.39,0.06189725,967.6465,4.203307,67.7834,16.7278,329.4122,0.340079,6.72257,613.9507,2.04386
86.4,0.06192,967.64,4.20332,67.784,16.728,329.372,0.34004,6.7232,613.932,2.0436
86.41,0.06194275,967.6335,4.203333,67.7846,16.7282,329.3318,0.340001,6.72383,613.9133,2.04334
86.42,0.0619655,967.627,4.203346,67.7852,16.7284,329.2916,0.339962,6.72446,613.8946,2.04308
86.43,0.06198825,967.6205,4.203359,67.7858,16.7286,329.2514,0.339923,6.72509,613.8759,2.04282
86.44,0.062011,967.614,4.203372,67.7864,16.7288,329.2112,0.339884,6.72572,613.8572,2.04256
86.45,0.06203375,967.6075,4.203385,67.787,16.729,329.171,0.339845,6.72635,613.8385,2.0423
86.46,0.0620565,967.601,4.203398,67.7876,16.7292,329.1308,0.339806,6.72698,613.8198,2.04204
86.47,0.06207925,967.5945,4.203411,67.7882,16.7294,329.0906,0.339767,6.72761,613.8011,2.04178
86.48,0.062102,967.588,4.203424,67.7888,16.7296,329.0504,0.339728,6.72824,613.7824,2.04152
86.49,0.06212475,967.5815,4.203437,67.7894,16.7298,329.0102,0.339689,6.72887,613.7637,2.04126
86.5,0.0621475,967.575,4.20345,67.79,16.73,328.97,0.33965,6.7295,613.745,2.041
86.51,0.06217025,967.5685,4.203463,67.7906,16.7302,328.9298,0.339611,6.73013,613.7263,2.04074
86.52,0.062193,967.562,4.203476,67.7912,16.7304,328.8896,0.339572,6.73076,613.7076,2.04048
86.53,0.06221575,967.5555,4.203489,67.7918,16.7306,328.8494,0.339533,6.73139,613.6889,2.04022
86.54,0.0622385,967.549,4.203502,67.7924,16.7308,328.8092,0.339494,6.73202,613.6702,2.03996
86.55,0.06226125,967.5425,4.203515,67.793,16.731,328.769,0.339455,6.73265,613.6515,2.0397
86.56,0.062284,967.536,4.203528,67.7936,16.7312,328.7288,0.339416,6.73328,613.6328,2.03944
86.57,0.06230675,967.5295,4.203541,67.7942,16.7314,328.6886,0.339377,6.73391,613.6141,2.03918
86.58,0.0623295,967.523,4.203554,67.7948,16.7316,328.6484,0.339338,6.73454,613.5954,2.03892
86.59,0.06235225,967.5165,4.203567,67.7954,16.7318,328.6082,0.339299,6.73517,613.5767,2.03866
86.6,0.062375,967.51,4.20358,67.796,16.732,328.568,0.33926,6.7358,613.558,2.0384
86.61,0.06239775,967.5035,4.203593,67.7966,16.7322,328.5278,0.339221,6.73643,613.5393,2.03814
86.62,0.0624205,967.497,4.203606,67.7972,16.7324,328.4876,0.339182,6.73706,613.5206,2.03788
86.63,0.06244325,967.4905,4.203619,67.7978,16.7326,328.4474,0.339143,6.73769,613.5019,2.03762
86.64,0.062466,967.484,4.203632,67.7984,16.7328,328.4072,0.339104,6.73832,613.4832,2.03736
86.65,0.06248875,967.4775,4.203645,67.799,16.733,328.367,0.339065,6.73895,613.4645,2.0371
86.66,0.0625115,967.471,4.203658,67.7996,16.7332,328.3268,0.339026,6.73958,613.4458,2.03684
86.67,0.06253425,967.4645,4.203671,67.8002,16.7334,328.2866,0.338987,6.74021,613.4271,2.03658
86.68,0.062557,967.458,4.203684,67.8008,16.7336,328.2464,0.338948,6.74084,613.4084,2.03632
86.69,0.06257975,967.4515,4.203697,67.8014,16.7338,328.2062,0.338909,6.74147,613.3897,2.03606
86.7,0.0626025,967.445,4.20371,67.802,16.734,328.166,0.33887,6.7421,613.371,2.0358
86.71,0.06262525,967.4385,4.203723,67.8026,16.7342,328.1258,0.338831,6.74273,613.3523,2.03554
86.72,0.062648,967.432,4.203736,67.8032,16.7344,328.0856,0.338792,6.74336,613.3336,2.03528
86.73,0.06267075,967.4255,4.203749,67.8038,16.7346,328.0454,0.338753,6.74399,613.3149,2.03502
86.74,0.0626935,967.419,4.203762,67.8044,16.7348,328.0052,0.338714,6.74462,613.2962,2.03476
86.75,0.06271625,967.4125,4.203775,67.805,16.735,327.965,0.338675,6.74525,613.2775,2.0345
86.76,0.062739,967.406,4.203788,67.8056,16.7352,327.9248,0.338636,6.74588,613.2588,2.03424
86.77,0.06276175,967.3995,4.203801,67.8062,16.7354,327.8846,0.338597,6.74651,613.2401,2.03398
86.78,0.0627845,967.393,4.203814,67.8068,16.7356,327.8444,0.338558,6.74714,613.2214,2.03372
86.79,0.06280725,967.3865,4.203827,67.8074,16.7358,327.8042,0.338519,6.74777,613.2027,2.03346
86.8,0.06283,967.38,4.20384,67.808,16.736,327.764,0.33848,6.7484,613.184,2.0332
86.81,0.06285275,967.3735,4.203853,67.8086,16.7362,327.7238,0.338441,6.74903,613.1653,2.03294
86.82,0.0628755,967.367,4.203866,67.8092,16.7364,327.6836,0.338402,6.74966,613.1466,2.03268
86.83,0.06289825,967.3605,4.203879,67.8098,16.7366,327.6434,0.338363,6.75029,613.1279,2.03242
86.84,0.062921,967.354,4.203892,67.8104,16.7368,327.6032,0.338324,6.75092,613.1092,2.03216
86.85,0.06294375,967.3475,4.203905,67.811,16.737,327.563,0.338285,6.75155,613.0905,2.0319
86.86,0.0629665,967.341,4.203918,67.8116,16.7372,327.5228,0.338246,6.75218,613.0718,2.03164
86.87,0.06298925,967.3345,4.203931,67.8122,16.7374,327.4826,0.338207,6.75281,613.0531,2.03138
86.88,0.063012,967.328,4.203944,67.8128,16.7376,327.4424,0.338168,6.75344,613.0344,2.03112
86.89,0.06303475,967.3215,4.203957,67.8134,16.7378,327.4022,0.338129,6.75407,613.0157,2.03086
86.9,0.0630575,967.315,4.20397,67.814,16.738,327.362,0.33809,6.7547,612.997,2.0306
86.91,0.06308025,967.3085,4.203983,67.8146,16.7382,327.3218,0.338051,6.75533,612.9783,2.03034
86.92,0.063103,967.302,4.203996,67.8152,16.7384,327.2816,0.338012,6.75596,612.9596,2.03008
86.93,0.06312575,967.2955,4.204009,67.8158,16.7386,327.2414,0.337973,6.75659,612.9409,2.02982
86.94,0.0631485,967.289,4.204022,67.8164,16.7388,327.2012,0.337934,6.75722,612.9222,2.02956
86.95,0.06317125,967.2825,4.204035,67.817,16.739,327.161,0.337895,6.75785,612.9035,2.0293
86.96,0.063194,967.276,4.204048,67.8176,16.7392,327.1208,0.337856,6.75848,612.8848,2.02904
86.97,0.06321675,967.2695,4.204061,67.8182,16.7394,327.0806,0.337817,6.75911,612.8661,2.02878
86.98,0.0632395,967.263,4.204074,67.8188,16.7396,327.0404,0.337778,6.75974,612.8474,2.02852
86.99,0.06326225,967.2565,4.204087,67.8194,16.7398,327.0002,0.337739,6.76037,612.8287,2.02826
87,0.063285,967.25,4.2041,67.82,16.74,326.96,0.3377,6.761,612.81,2.028
87.01,0.06330775,967.2435,4.204113,67.8206,16.7402,326.9198,0.337661,6.76163,612.7913,2.02774
87.02,0.0633305,967.237,4.204126,67.8212,16.7404,326.8796,0.337622,6.76226,612.7726,2.02748
87.03,0.06335325,967.2305,4.204139,67.8218,16.7406,326.8394,0.337583,6.76289,612.7539,2.02722
87.04,0.063376,967.224,4.204152,67.8224,16.7408,326.7992,0.337544,6.76352,612.7352,2.02696
87.05,0.06339875,967.2175,4.204165,67.823,16.741,326.759,0.337505,6.76415,612.7165,2.0267
87.06,0.0634215,967.211,4.204178,67.8236,16.7412,326.7188,0.337466,6.76478,612.6978,2.02644
87.07,0.06344425,967.2045,4.204191,67.8242,16.7414,326.6786,0.337427,6.76541,612.6791,2.02618
87.08,0.063467,967.198,4.204204,67.8248,16.7416,326.6384,0.337388,6.76604,612.6604,2.02592
87.09,0.06348975,967.1915,4.204217,67.8254,16.7418,326.5982,0.337349,6.76667,612.6417,2.02566
87.1,0.0635125,967.185,4.20423,67.826,16.742,326.558,0.33731,6.7673,612.623,2.0254
87.11,0.06353525,967.1785,4.204243,67.8266,16.7422,326.5178,0.337271,6.76793,612.6043,2.02514
87.12,0.063558,967.172,4.204256,67.8272,16.7424,326.4776,0.337232,6.76856,612.5856,2.02488
87.13,0.06358075,967.1655,4.204269,67.8278,16.7426,326.4374,0.337193,6.76919,612.5669,2.02462
87.14,0.0636035,967.159,4.204282,67.8284,16.7428,326.3972,0.337154,6.76982,612.5482,2.02436
87.15,0.06362625,967.1525,4.204295,67.829,16.743,326.357,0.337115,6.77045,612.5295,2.0241
87.16,0.063649,967.146,4.204308,67.8296,16.7432,326.3168,0.337076,6.77108,612.5108,2.02384
87.17,0.06367175,967.1395,4.204321,67.8302,16.7434,326.2766,0.337037,6.77171,612.4921,2.02358
87.18,0.0636945,967.133,4.204334,67.8308,16.7436,326.2364,0.336998,6.77234,612.4734,2.02332
87.19,0.06371725,967.1265,4.204347,67.8314,16.7438,326.1962,0.336959,6.77297,612.4547,2.02306
87.2,0.06374,967.12,4.20436,67.832,16.744,326.156,0.33692,6.7736,612.436,2.0228
87.21,0.06376275,967.1135,4.204373,67.8326,16.7442,326.1158,0.336881,6.77423,612.4173,2.02254
87.22,0.0637855,967.107,4.204386,67.8332,16.7444,326.0756,0.336842,6.77486,612.3986,2.02228
87.23,0.06380825,967.1005,4.204399,67.8338,16.7446,326.0354,0.336803,6.77549,612.3799,2.02202
87.24,0.063831,967.094,4.204412,67.8344,16.7448,325.9952,0.336764,6.77612,612.3612,2.02176
87.25,0.06385375,967.0875,4.204425,67.835,16.745,325.955,0.336725,6.77675,612.3425,2.0215
87.26,0.0638765,967.081,4.204438,67.8356,16.7452,325.9148,0.336686,6.77738,612.3238,2.02124
87.27,0.06389925,967.0745,4.204451,67.8362,16.7454,325.8746,0.336647,6.77801,612.3051,2.02098
87.28,0.063922,967.068,4.204464,67.8368,16.7456,325.8344,0.336608,6.77864,612.2864,2.02072
87.29,0.06394475,967.0615,4.204477,67.8374,16.7458,325.7942,0.336569,6.77927,612.2677,2.02046
87.3,0.0639675,967.055,4.20449,67.838,16.746,325.754,0.33653,6.7799,612.249,2.0202
87.31,0.06399025,967.0485,4.204503,67.8386,16.7462,325.7138,0.336491,6.78053,612.2303,2.01994
87.32,0.064013,967.042,4.204516,67.8392,16.7464,325.6736,0.336452,6.78116,612.2116,2.01968
87.33,0.06403575,967.0355,4.204529,67.8398,16.7466,325.6334,0.336413,6.78179,612.1929,2.01942
87.34,0.0640585,967.029,4.204542,67.8404,16.7468,325.5932,0.336374,6.78242,612.1742,2.01916
87.35,0.06408125,967.0225,4.204555,67.841,16.747,325.553,0.336335,6.78305,612.1555,2.0189
87.36,0.064104,967.016,4.204568,67.8416,16.7472,325.5128,0.336296,6.78368,612.1368,2.01864
87.37,0.06412675,967.0095,4.204581,67.8422,16.7474,325.4726,0.336257,6.78431,612.1181,2.01838
87.38,0.0641495,967.003,4.204594,67.8428,16.7476,325.4324,0.336218,6.78494,612.0994,2.01812
87.39,0.06417225,966.9965,4.204607,67.8434,16.7478,325.3922,0.336179,6.78557,612.0807,2.01786
87.4,0.064195,966.99,4.20462,67.844,16.748,325.352,0.33614,6.7862,612.062,2.0176
87.41,0.06421775,966.9835,4.204633,67.8446,16.7482,325.3118,0.336101,6.78683,612.0433,2.01734
87.42,0.0642405,966.977,4.204646,67.8452,16.7484,325.2716,0.336062,6.78746,612.0246,2.01708
87.43,0.06426325,966.9705,4.204659,67.8458,16.7486,325.2314,0.336023,6.78809,612.0059,2.01682
87.44,0.064286,966.964,4.204672,67.8464,16.7488,325.1912,0.335984,6.78872,611.9872,2.01656
87.45,0.06430875,966.9575,4.204685,67.847,16.749,325.151,0.335945,6.78935,611.9685,2.0163
87.46,0.0643315,966.951,4.204698,67.8476,16.7492,325.1108,0.335906,6.78998,611.9498,2.01604
87.47,0.06435425,966.9445,4.204711,67.8482,16.7494,325.0706,0.335867,6.79061,611.9311,2.01578
87.48,0.064377,966.938,4.204724,67.8488,16.7496,325.0304,0.335828,6.79124,611.9124,2.01552
87.49,0.06439975,966.9315,4.204737,67.8494,16.7498,324.9902,0.335789,6.79187,611.8937,2.01526
87.5,0.0644225,966.925,4.20475,67.85,16.75,324.95,0.33575,6.7925,611.875,2.015
87.51,0.06444525,966.9185,4.204763,67.8506,16.7502,324.9098,0.335711,6.79313,611.8563,2.01474
87.52,0.064468,966.912,4.204776,67.8512,16.7504,324.8696,0.335672,6.79376,611.8376,2.01448
87.53,0.06449075,966.9055,4.204789,67.8518,16.7506,324.8294,0.335633,6.79439,611.8189,2.01422
87.54,0.0645135,966.899,4.204802,67.8524,16.7508,324.7892,0.335594,6.79502,611.8002,2.01396
87.55,0.06453625,966.8925,4.204815,67.853,16.751,324.749,0.335555,6.79565,611.7815,2.0137
87.56,0.064559,966.886,4.204828,67.8536,16.7512,324.7088,0.335516,6.79628,611.7628,2.01344
87.57,0.06458175,966.8795,4.204841,67.8542,16.7514,324.6686,0.335477,6.79691,611.7441,2.01318
87.58,0.0646045,966.873,4.204854,67.8548,16.7516,324.6284,0.335438,6.79754,611.7254,2.01292
87.59,0.06462725,966.8665,4.204867,67.8554,16.7518,324.5882,0.335399,6.79817,611.7067,2.01266
87.6,0.06465,966.86,4.20488,67.856,16.752,324.548,0.33536,6.7988,611.688,2.0124
87.61,0.06467275,966.8535,4.204893,67.8566,16.7522,324.5078,0.335321,6.79943,611.6693,2.01214
87.62,0.0646955,966.847,4.204906,67.8572,16.7524,324.4676,0.335282,6.80006,611.6506,2.01188
87.63,0.06471825,966.8405,4.204919,67.8578,16.7526,324.4274,0.335243,6.80069,611.6319,2.01162
87.64,0.064741,966.834,4.204932,67.8584,16.7528,324.3872,0.335204,6.80132,611.6132,2.01136
87.65,0.06476375,966.8275,4.204945,67.859,16.753,324.347,0.335165,6.80195,611.5945,2.0111
87.66,0.0647865,966.821,4.204958,67.8596,16.7532,324.3068,0.335126,6.80258,611.5758,2.01084
87.67,0.06480925,966.8145,4.204971,67.8602,16.7534,324.2666,0.335087,6.80321,611.5571,2.01058
87.68,0.064832,966.808,4.204984,67.8608,16.7536,324.2264,0.335048,6.80384,611.5384,2.01032
87.69,0.06485475,966.8015,4.204997,67.8614,16.7538,324.1862,0.335009,6.80447,611.5197,2.01006
87.7,0.0648775,966.795,4.20501,67.862,16.754,324.146,0.33497,6.8051,611.501,2.0098
87.71,0.06490025,966.7885,4.205023,67.8626,16.7542,324.1058,0.334931,6.80573,611.4823,2.00954
87.72,0.064923,966.782,4.205036,67.8632,16.7544,324.0656,0.334892,6.80636,611.4636,2.00928
87.73,0.06494575,966.7755,4.205049,67.8638,16.7546,324.0254,0.334853,6.80699,611.4449,2.00902
87.74,0.0649685,966.769,4.205062,67.8644,16.7548,323.9852,0.334814,6.80762,611.4262,2.00876
87.75,0.06499125,966.7625,4.205075,67.865,16.755,323.945,0.334775,6.80825,611.4075,2.0085
87.76,0.065014,966.756,4.205088,67.8656,16.7552,323.9048,0.334736,6.80888,611.3888,2.00824
87.77,0.06503675,966.7495,4.205101,67.8662,16.7554,323.8646,0.334697,6.80951,611.3701,2.00798
87.78,0.0650595,966.743,4.205114,67.8668,16.7556,323.8244,0.334658,6.81014,611.3514,2.00772
87.79,0.06508225,966.7365,4.205127,67.8674,16.7558,323.7842,0.334619,6.81077,611.3327,2.00746
87.8,0.065105,966.73,4.20514,67.868,16.756,323.744,0.33458,6.8114,611.314,2.0072
87.81,0.06512775,966.7235,4.205153,67.8686,16.7562,323.7038,0.334541,6.81203,611.2953,2.00694
87.82,0.0651505,966.717,4.205166,67.8692,16.7564,323.6636,0.334502,6.81266,611.2766,2.00668
87.83,0.06517325,966.7105,4.205179,67.8698,16.7566,323.6234,0.334463,6.81329,611.2579,2.00642
87.84,0.065196,966.704,4.205192,67.8704,16.7568,323.5832,0.334424,6.81392,611.2392,2.00616
87.85,0.06521875,966.6975,4.205205,67.871,16.757,323.543,0.334385,6.81455,611.2205,2.0059
87.86,0.0652415,966.691,4.205218,67.8716,16.7572,323.5028,0.334346,6.81518,611.2018,2.00564
87.87,0.06526425,966.6845,4.205231,67.8722,16.7574,323.4626,0.334307,6.81581,611.1831,2.00538
87.88,0.065287,966.678,4.205244,67.8728,16.7576,323.4224,0.334268,6.81644,611.1644,2.00512
87.89,0.06530975,966.6715,4.205257,67.8734,16.7578,323.3822,0.334229,6.81707,611.1457,2.00486
87.9,0.0653325,966.665,4.20527,67.874,16.758,323.342,0.33419,6.8177,611.127,2.0046
87.91,0.06535525,966.6585,4.205283,67.8746,16.7582,323.3018,0.334151,6.81833,611.1083,2.00434
87.92,0.065378,966.652,4.205296,67.8752,16.7584,323.2616,0.334112,6.81896,611.0896,2.00408
87.93,0.06540075,966.6455,4.205309,67.8758,16.7586,323.2214,0.334073,6.81959,611.0709,2.00382
87.94,0.0654235,966.639,4.205322,67.8764,16.7588,323.1812,0.334034,6.82022,611.0522,2.00356
87.95,0.06544625,966.6325,4.205335,67.877,16.759,323.141,0.333995,6.82085,611.0335,2.0033
87.96,0.065469,966.626,4.205348,67.8776,16.7592,323.1008,0.333956,6.82148,611.0148,2.00304
87.97,0.06549175,966.6195,4.205361,67.8782,16.7594,323.0606,0.333917,6.82211,610.9961,2.00278
87.98,0.0655145,966.613,4.205374,67.8788,16.7596,323.0204,0.333878,6.82274,610.9774,2.00252
87.99,0.06553725,966.6065,4.205387,67.8794,16.7598,322.9802,0.333839,6.82337,610.9587,2.00226
88,0.06556,966.6,4.2054,67.88,16.76,322.94,0.3338,6.824,610.94,2.002
88.01,0.06558275,966.5935,4.205413,67.8806,16.7602,322.8998,0.333761,6.82463,610.9213,2.00174
88.02,0.0656055,966.587,4.205426,67.8812,16.7604,322.8596,0.333722,6.82526,610.9026,2.00148
88.03,0.06562825,966.5805,4.205439,67.8818,16.7606,322.8194,0.333683,6.82589,610.8839,2.00122
88.04,0.065651,966.574,4.205452,67.8824,16.7608,322.7792,0.333644,6.82652,610.8652,2.00096
88.05,0.06567375,966.5675,4.205465,67.883,16.761,322.739,0.333605,6.82715,610.8465,2.0007
88.06,0.0656965,966.561,4.205478,67.8836,16.7612,322.6988,0.333566,6.82778,610.8278,2.00044
88.07,0.06571925,966.5545,4.205491,67.8842,16.7614,322.6586,0.333527,6.82841,610.8091,2.00018
88.08,0.065742,966.548,4.205504,67.8848,16.7616,322.6184,0.333488,6.82904,610.7904,1.99992
88.09,0.06576475,966.5415,4.205517,67.8854,16.7618,322.5782,0.333449,6.82967,610.7717,1.99966
88.1,0.0657875,966.535,4.20553,67.886,16.762,322.538,0.33341,6.8303,610.753,1.9994
88.11,0.06581025,966.5285,4.205543,67.8866,16.7622,322.4978,0.333371,6.83093,610.7343,1.99914
88.12,0.065833,966.522,4.205556,67.8872,16.7624,322.4576,0.333332,6.83156,610.7156,1.99888
88.13,0.06585575,966.5155,4.205569,67.8878,16.7626,322.4174,0.333293,6.83219,610.6969,1.99862
88.14,0.0658785,966.509,4.205582,67.8884,16.7628,322.3772,0.333254,6.83282,610.6782,1.99836
88.15,0.06590125,966.5025,4.205595,67.889,16.763,322.337,0.333215,6.83345,610.6595,1.9981
88.16,0.065924,966.496,4.205608,67.8896,16.7632,322.2968,0.333176,6.83408,610.6408,1.99784
88.17,0.06594675,966.4895,4.205621,67.8902,16.7634,322.2566,0.333137,6.83471,610.6221,1.99758
88.18,0.0659695,966.483,4.205634,67.8908,16.7636,322.2164,0.333098,6.83534,610.6034,1.99732
88.19,0.06599225,966.4765,4.205647,67.8914,16.7638,322.1762,0.333059,6.83597,610.5847,1.99706
88.2,0.066015,966.47,4.20566,67.892,16.764,322.136,0.33302,6.8366,610.566,1.9968
88.21,0.06603775,966.4635,4.205673,67.8926,16.7642,322.0958,0.332981,6.83723,610.5473,1.99654
88.22,0.0660605,966.457,4.205686,67.8932,16.7644,322.0556,0.332942,6.83786,610.5286,1.99628
88.23,0.06608325,966.4505,4.205699,67.8938,16.7646,322.0154,0.332903,6.83849,610.5099,1.99602
88.24,0.066106,966.444,4.205712,67.8944,16.7648,321.9752,0.332864,6.83912,610.4912,1.99576
88.25,0.06612875,966.4375,4.205725,67.895,16.765,321.935,0.332825,6.83975,610.4725,1.9955
88.26,0.0661515,966.431,4.205738,67.8956,16.7652,321.8948,0.332786,6.84038,610.4538,1.99524
88.27,0.06617425,966.4245,4.205751,67.8962,16.7654,321.8546,0.332747,6.84101,610.4351,1.99498
88.28,0.066197,966.418,4.205764,67.8968,16.7656,321.8144,0.332708,6.84164,610.4164,1.99472
88.29,0.06621975,966.4115,4.205777,67.8974,16.7658,321.7742,0.332669,6.84227,610.3977,1.99446
88.3,0.0662425,966.405,4.20579,67.898,16.766,321.734,0.33263,6.8429,610.379,1.9942
88.31,0.06626525,966.3985,4.205803,67.8986,16.7662,321.6938,0.332591,6.84353,610.3603,1.99394
88.32,0.066288,966.392,4.205816,67.8992,16.7664,321.6536,0.332552,6.84416,610.3416,1.99368
88.33,0.06631075,966.3855,4.205829,67.8998,16.7666,321.6134,0.332513,6.84479,610.3229,1.99342
88.34,0.0663335,966.379,4.205842,67.9004,16.7668,321.5732,0.332474,6.84542,610.3042,1.99316
88.35,0.06635625,966.3725,4.205855,67.901,16.767,321.533,0.332435,6.84605,610.2855,1.9929
88.36,0.066379,966.366,4.205868,67.9016,16.7672,321.4928,0.332396,6.84668,610.2668,1.99264
88.37,0.06640175,966.3595,4.205881,67.9022,16.7674,321.4526,0.332357,6.84731,610.2481,1.99238
88.38,0.0664245,966.353,4.205894,67.9028,16.7676,321.4124,0.332318,6.84794,610.2294,1.99212
88.39,0.06644725,966.3465,4.205907,67.9034,16.7678,321.3722,0.332279,6.84857,610.2107,1.99186
88.4,0.06647,966.34,4.20592,67.904,16.768,321.332,0.33224,6.8492,610.192,1.9916
88.41,0.06649275,966.3335,4.205933,67.9046,16.7682,321.2918,0.332201,6.84983,610.1733,1.99134
88.42,0.0665155,966.327,4.205946,67.9052,16.7684,321.2516,0.332162,6.85046,610.1546,1.99108
88.43,0.06653825,966.3205,4.205959,67.9058,16.7686,321.2114,0.332123,6.85109,610.1359,1.99082
88.44,0.066561,966.314,4.205972,67.9064,16.7688,321.1712,0.332084,6.85172,610.1172,1.99056
88.45,0.06658375,966.3075,4.205985,67.907,16.769,321.131,0.332045,6.85235,610.0985,1.9903
88.46,0.0666065,966.301,4.205998,67.9076,16.7692,321.0908,0.332006,6.85298,610.0798,1.99004
88.47,0.06662925,966.2945,4.206011,67.9082,16.7694,321.0506,0.331967,6.85361,610.0611,1.98978
88.48,0.066652,966.288,4.206024,67.9088,16.7696,321.0104,0.331928,6.85424,610.0424,1.98952
88.49,0.06667475,966.2815,4.206037,67.9094,16.7698,320.9702,0.331889,6.85487,610.0237,1.98926
88.5,0.0666975,966.275,4.20605,67.91,16.77,320.93,0.33185,6.8555,610.005,1.989
88.51,0.06672025,966.2685,4.206063,67.9106,16.7702,320.8898,0.331811,6.85613,609.9863,1.98874
88.52,0.066743,966.262,4.206076,67.9112,16.7704,320.8496,0.331772,6.85676,609.9676,1.98848
88.53,0.06676575,966.2555,4.206089,67.9118,16.7706,320.8094,0.331733,6.85739,609.9489,1.98822
88.54,0.0667885,966.249,4.206102,67.9124,16.7708,320.7692,0.331694,6.85802,609.9302,1.98796
